permno,date,tsymbol,comnam,prc,ret,vol,shrout
11308,2009-12-31,KO,COCA COLA CO,57.0,-0.003497,1928924.0,2317181.0
11308,2010-01-29,KO,COCA COLA CO,54.25,-0.048246,1927039.0,2317181.0
11308,2010-02-26,KO,COCA COLA CO,52.72,-0.028203,2290196.0,2305124.0
11308,2010-03-31,KO,COCA COLA CO,55.0,0.051593,2678707.0,2305124.0
11308,2010-04-30,KO,COCA COLA CO,53.45,-0.028182,2219286.0,2307051.0
11308,2010-05-28,KO,COCA COLA CO,51.4,-0.038354,2645761.0,2307051.0
11308,2010-06-30,KO,COCA COLA CO,50.12,-0.016342,2423584.0,2307051.0
11308,2010-07-30,KO,COCA COLA CO,55.11,0.099561,1866834.0,2307051.0
11308,2010-08-31,KO,COCA COLA CO,55.8825,0.014017,1951418.0,2309462.0
11308,2010-09-30,KO,COCA COLA CO,58.52,0.055071,1740931.0,2309462.0
11308,2010-10-29,KO,COCA COLA CO,61.32,0.047847,1936493.0,2322034.0
11308,2010-11-30,KO,COCA COLA CO,63.17,0.037345,2202554.0,2322034.0
11308,2010-12-31,KO,COCA COLA CO,65.77,0.041159,2035970.0,2322034.0
11308,2011-01-31,KO,COCA COLA CO,62.85,-0.044397,1834220.0,2322034.0
11308,2011-02-28,KO,COCA COLA CO,63.92,0.017025,1575611.0,2294317.0
11308,2011-03-31,KO,COCA COLA CO,66.34,0.045213,2158086.0,2295128.0
11308,2011-04-29,KO,COCA COLA CO,67.46,0.016883,1519102.0,2295128.0
11308,2011-05-31,KO,COCA COLA CO,66.81,-0.009635,1393964.0,2289254.0
11308,2011-06-30,KO,COCA COLA CO,67.29,0.014219,1746400.0,2289254.0
11308,2011-07-29,KO,COCA COLA CO,68.01,0.010700,1627456.0,2289254.0
11308,2011-08-31,KO,COCA COLA CO,70.45,0.035877,3239729.0,2296096.0
11308,2011-09-30,KO,COCA COLA CO,67.56,-0.034351,2586360.0,2296096.0
11308,2011-10-31,KO,COCA COLA CO,68.32,0.011249,2032613.0,2271232.0
11308,2011-11-30,KO,COCA COLA CO,67.23,-0.009075,1692888.0,2271232.0
11308,2011-12-30,KO,COCA COLA CO,69.97,0.040756,1547905.0,2271232.0
11308,2012-01-31,KO,COCA COLA CO,67.53,-0.034872,1501279.0,2271232.0
11308,2012-02-29,KO,COCA COLA CO,69.86,0.034503,1438442.0,2263204.0
11308,2012-03-30,KO,COCA COLA CO,74.01,0.066705,2051340.0,2264574.0
11308,2012-04-30,KO,COCA COLA CO,76.32,0.031212,1457303.0,2257934.0
11308,2012-05-31,KO,COCA COLA CO,74.73,-0.020833,1677241.0,2255950.0
11308,2012-06-29,KO,COCA COLA CO,78.19,0.053125,1398036.0,2255950.0
11308,2012-07-31,KO,COCA COLA CO,80.8,0.033380,1445246.0,2250962.0
11308,2012-08-31,KO,COCA COLA CO,37.4,-0.074257,2384491.0,4501924.0
11308,2012-09-28,KO,COCA COLA CO,37.93,0.020989,4696192.0,4501924.0
11308,2012-10-31,KO,COCA COLA CO,37.18,-0.019773,2938444.0,4485162.0
11308,2012-11-30,KO,COCA COLA CO,37.92,0.026762,2614656.0,4485162.0
11308,2012-12-31,KO,COCA COLA CO,36.25,-0.044040,2696596.0,4485162.0
11308,2013-01-31,KO,COCA COLA CO,37.24,0.027310,3027909.0,4485162.0
11308,2013-02-28,KO,COCA COLA CO,38.72,0.039742,3249849.0,4456718.0
11308,2013-03-28,KO,COCA COLA CO,40.44,0.051653,2884872.0,4456718.0
11308,2013-04-30,KO,COCA COLA CO,42.33,0.046736,3178598.0,4453755.0
11308,2013-05-31,KO,COCA COLA CO,39.99,-0.055280,2882724.0,4453755.0
11308,2013-06-28,KO,COCA COLA CO,40.11,0.010002,3058447.0,4453755.0
11308,2013-07-31,KO,COCA COLA CO,40.08,-0.000748,2609599.0,4433154.0
11308,2013-08-30,KO,COCA COLA CO,38.18,-0.047405,2968333.0,4433154.0
11308,2013-09-30,KO,COCA COLA CO,37.88,-0.000524,3011107.0,4433154.0
11308,2013-10-31,KO,COCA COLA CO,39.57,0.044615,3790137.0,4415923.0
11308,2013-11-29,KO,COCA COLA CO,40.19,0.022744,2679675.0,4415923.0
11308,2013-12-31,KO,COCA COLA CO,41.31,0.027868,3011754.0,4415923.0
11308,2014-01-31,KO,COCA COLA CO,37.82,-0.084483,2896947.0,4415923.0
11308,2014-02-28,KO,COCA COLA CO,38.2,0.010048,3857872.0,4405893.0
11308,2014-03-31,KO,COCA COLA CO,38.66,0.020026,3492962.0,4405893.0
11308,2014-04-30,KO,COCA COLA CO,40.79,0.055096,3827432.0,4395183.0
11308,2014-05-30,KO,COCA COLA CO,40.91,0.002942,2136387.0,4395183.0
11308,2014-06-30,KO,COCA COLA CO,42.36,0.042899,2819811.0,4395183.0
11308,2014-07-31,KO,COCA COLA CO,39.29,-0.072474,2829462.0,4385924.0
11308,2014-08-29,KO,COCA COLA CO,41.72,0.061848,2478963.0,4385924.0
11308,2014-09-30,KO,COCA COLA CO,42.66,0.029842,3148783.0,4385924.0
11308,2014-10-31,KO,COCA COLA CO,41.88,-0.018284,5298885.0,4380113.0
11308,2014-11-28,KO,COCA COLA CO,44.83,0.077722,2541154.0,4380113.0
11308,2014-12-31,KO,COCA COLA CO,42.22,-0.058220,3268899.0,4380113.0
11308,2015-01-30,KO,COCA COLA CO,41.17,-0.024870,2930922.0,4380113.0
11308,2015-02-27,KO,COCA COLA CO,43.3,0.051737,2916478.0,4366244.0
11308,2015-03-31,KO,COCA COLA CO,40.55,-0.055889,3707384.0,4368493.0
11308,2015-04-30,KO,COCA COLA CO,40.56,0.000247,2840201.0,4368493.0
11308,2015-05-29,KO,COCA COLA CO,40.96,0.009862,2305929.0,4358701.0
11308,2015-06-30,KO,COCA COLA CO,39.23,-0.034180,2882903.0,4358701.0
11308,2015-07-31,KO,COCA COLA CO,41.08,0.047158,2681002.0,4350004.0
11308,2015-08-31,KO,COCA COLA CO,39.32,-0.042843,3430777.0,4350004.0
11308,2015-09-30,KO,COCA COLA CO,40.12,0.028739,3472840.0,4350004.0
11308,2015-10-30,KO,COCA COLA CO,42.35,0.055583,3665655.0,4348985.0
11308,2015-11-30,KO,COCA COLA CO,42.62,0.014168,2521289.0,4348985.0
11308,2015-12-31,KO,COCA COLA CO,42.96,0.007977,2866725.0,4348985.0
11308,2016-01-29,KO,COCA COLA CO,42.92,-0.000931,3179210.0,4348985.0
11308,2016-02-29,KO,COCA COLA CO,43.13,0.004893,3041336.0,4329498.0
11308,2016-03-31,KO,COCA COLA CO,46.39,0.083700,3472382.0,4328750.0
11308,2016-04-29,KO,COCA COLA CO,44.8,-0.034275,3173379.0,4326199.0
11308,2016-05-31,KO,COCA COLA CO,44.6,-0.004464,2302962.0,4326199.0
11308,2016-06-30,KO,COCA COLA CO,45.33,0.024215,2655187.0,4326199.0
11308,2016-07-29,KO,COCA COLA CO,43.63,-0.037503,2360725.0,4316029.0
11308,2016-08-31,KO,COCA COLA CO,43.43,-0.004584,2351183.0,4316029.0
11308,2016-09-30,KO,COCA COLA CO,42.32,-0.017499,2510932.0,4316029.0
11308,2016-10-31,KO,COCA COLA CO,42.4,0.001890,2648395.0,4312959.0
11308,2016-11-30,KO,COCA COLA CO,40.35,-0.040094,3165699.0,4312959.0
11308,2016-12-30,KO,COCA COLA CO,41.46,0.027509,2838709.0,4312959.0
11308,2017-01-31,KO,COCA COLA CO,41.57,0.002653,2403444.0,4312959.0
11308,2017-02-28,KO,COCA COLA CO,41.96,0.009382,3339838.0,4293462.0
11308,2017-03-31,KO,COCA COLA CO,42.44,0.020257,3391940.0,4292015.0
11308,2017-04-28,KO,COCA COLA CO,43.15,0.016730,2324654.0,4272559.0
11308,2017-05-31,KO,COCA COLA CO,45.47,0.053766,2505878.0,4272559.0
11308,2017-06-30,KO,COCA COLA CO,44.85,-0.005498,2416091.0,4272559.0
11308,2017-07-31,KO,COCA COLA CO,45.84,0.022074,1953690.0,4265304.0
11308,2017-08-31,KO,COCA COLA CO,45.55,-0.006326,2086738.0,4265304.0
11308,2017-09-29,KO,COCA COLA CO,45.01,-0.003732,1979968.0,4265304.0
11308,2017-10-31,KO,COCA COLA CO,45.98,0.021551,1923617.0,4260667.0
11308,2017-11-30,KO,COCA COLA CO,45.77,0.003480,2176819.0,4260667.0
11308,2017-12-29,KO,COCA COLA CO,45.88,0.002403,2079452.0,4260667.0
11308,2018-01-31,KO,COCA COLA CO,47.59,0.037271,2564174.0,4260667.0
11308,2018-02-28,KO,COCA COLA CO,43.22,-0.091826,2928097.0,4265907.0
11308,2018-03-29,KO,COCA COLA CO,43.43,0.013882,2787769.0,4264499.0
11308,2018-04-30,KO,COCA COLA CO,43.21,-0.005066,2571467.0,4264499.0
11308,2018-05-31,KO,COCA COLA CO,43.0,-0.004860,2529546.0,4255263.0
11308,2018-06-29,KO,COCA COLA CO,43.86,0.029070,2604135.0,4255263.0
11308,2018-07-31,KO,COCA COLA CO,46.63,0.063156,2081530.0,4252922.0
11308,2018-08-31,KO,COCA COLA CO,44.57,-0.044178,2311552.0,4252922.0
11308,2018-09-28,KO,COCA COLA CO,46.19,0.045098,1935435.0,4252922.0
11308,2018-10-31,KO,COCA COLA CO,47.88,0.036588,3263557.0,4256514.0
11308,2018-11-30,KO,COCA COLA CO,50.4,0.060777,2799583.0,4256514.0
11308,2018-12-31,KO,COCA COLA CO,47.35,-0.060516,3081008.0,4256514.0
11308,2019-01-31,KO,COCA COLA CO,48.13,0.016473,2907532.0,4256514.0
11308,2019-02-28,KO,COCA COLA CO,45.34,-0.057968,3885708.0,4275340.0
11308,2019-03-29,KO,COCA COLA CO,46.86,0.042347,3639619.0,4275161.0
11308,2019-04-30,KO,COCA COLA CO,49.06,0.046948,2380172.0,4266115.0
11308,2019-05-31,KO,COCA COLA CO,49.13,0.001427,2582729.0,4266115.0
11308,2019-06-28,KO,COCA COLA CO,50.92,0.044576,2485878.0,4266115.0
11308,2019-07-31,KO,COCA COLA CO,52.63,0.033582,2577007.0,4276027.0
11308,2019-08-30,KO,COCA COLA CO,55.04,0.045791,2719903.0,4276027.0
11308,2019-09-30,KO,COCA COLA CO,54.44,-0.003634,2192138.0,4276027.0
11308,2019-10-31,KO,COCA COLA CO,54.43,-0.000184,2500295.0,4284491.0
11308,2019-11-29,KO,COCA COLA CO,53.4,-0.011574,2263107.0,4284491.0
11308,2019-12-31,KO,COCA COLA CO,55.35,0.036517,2337579.0,4284491.0
11308,2020-01-31,KO,COCA COLA CO,58.4,0.055104,2863722.0,4280000.0
11308,2020-02-28,KO,COCA COLA CO,53.49,-0.084075,2456064.0,4290276.0
11308,2020-03-31,KO,COCA COLA CO,44.25,-0.165078,6934530.0,4293402.0
11308,2020-04-30,KO,COCA COLA CO,45.89,0.037062,3952177.0,4294891.0
11308,2020-05-29,KO,COCA COLA CO,46.68,0.017215,3827897.0,4294891.0
11308,2020-06-30,KO,COCA COLA CO,44.68,-0.034062,3992084.0,4294891.0
11308,2020-07-31,KO,COCA COLA CO,47.24,0.057296,3693065.0,4295439.0
11308,2020-08-31,KO,COCA COLA CO,49.53,0.048476,2521851.0,4295439.0
11308,2020-09-30,KO,COCA COLA CO,49.37,0.005047,3416428.0,4295439.0
11308,2020-10-30,KO,COCA COLA CO,48.06,-0.026534,2922003.0,4297435.0
11308,2020-11-30,KO,COCA COLA CO,51.6,0.082189,3393446.0,4297435.0
11308,2020-12-31,KO,COCA COLA CO,54.84,0.062791,3034911.0,4297435.0
11308,2021-01-29,KO,COCA COLA CO,48.15,-0.121991,4572190.0,4297435.0
11308,2021-02-26,KO,COCA COLA CO,48.99,0.017445,3010812.0,4309312.0
11308,2021-03-31,KO,COCA COLA CO,52.71,0.084507,4521935.0,4309312.0
11308,2021-04-30,KO,COCA COLA CO,53.98,0.024094,2708107.0,4311681.0
11308,2021-05-28,KO,COCA COLA CO,55.29,0.024268,3099051.0,4311681.0
11308,2021-06-30,KO,COCA COLA CO,54.11,-0.013746,3058586.0,4311681.0
11308,2021-07-30,KO,COCA COLA CO,57.03,0.053964,2933861.0,4320000.0
11308,2021-08-31,KO,COCA COLA CO,56.31,-0.012625,2203366.0,4320000.0
11308,2021-09-30,KO,COCA COLA CO,52.47,-0.060735,3344958.0,4320000.0
11308,2021-10-29,KO,COCA COLA CO,56.37,0.074328,3318134.0,4320000.0
11308,2021-11-30,KO,COCA COLA CO,52.45,-0.062090,2866845.0,4320000.0
11308,2021-12-31,KO,COCA COLA CO,59.21,0.128885,4268202.0,4320000.0
11308,2022-01-31,KO,COCA COLA CO,61.01,0.030400,4079210.0,4320000.0
11308,2022-02-28,KO,COCA COLA CO,62.24,0.020161,3960014.0,4320000.0
11308,2022-03-31,KO,COCA COLA CO,62.0,0.003213,4269254.0,4334995.0
11308,2022-04-29,KO,COCA COLA CO,64.61,0.042097,3196019.0,4334995.0
11308,2022-05-31,KO,COCA COLA CO,63.38,-0.019037,4598819.0,4335029.0
11308,2022-06-30,KO,COCA COLA CO,62.91,-0.000473,3532009.0,4335029.0
11308,2022-07-29,KO,COCA COLA CO,64.17,0.020029,2758081.0,4335029.0
11308,2022-08-31,KO,COCA COLA CO,61.71,-0.038336,2231795.0,4324629.0
11308,2022-09-30,KO,COCA COLA CO,56.02,-0.085075,3175609.0,4324629.0
11308,2022-10-31,KO,COCA COLA CO,59.85,0.068368,3259645.0,4324513.0
11308,2022-11-30,KO,COCA COLA CO,63.61,0.070175,2699928.0,4324513.0
11308,2022-12-30,KO,COCA COLA CO,63.61,0.000000,2459875.0,4324513.0
11308,2023-01-31,KO,COCA COLA CO,61.32,-0.036001,2607372.0,4324513.0
11308,2023-02-28,KO,COCA COLA CO,59.51,-0.029517,2658908.0,4324513.0
11308,2023-03-31,KO,COCA COLA CO,62.03,0.050076,3354720.0,4326692.0
11308,2023-04-28,KO,COCA COLA CO,64.15,0.034177,2133538.0,4324578.0
11308,2023-05-31,KO,COCA COLA CO,59.66,-0.069992,2957548.0,4324578.0
11308,2023-06-30,KO,COCA COLA CO,60.22,0.017097,3204453.0,4324578.0
11308,2023-07-31,KO,COCA COLA CO,61.93,0.028396,2563132.0,4324345.0
11308,2023-08-31,KO,COCA COLA CO,59.83,-0.033909,2045829.0,4324345.0
11308,2023-09-29,KO,COCA COLA CO,55.98,-0.056661,3104152.0,4324345.0
11308,2023-10-31,KO,COCA COLA CO,56.49,0.009110,3879700.0,4323414.0
11308,2023-11-30,KO,COCA COLA CO,58.44,0.042662,2749750.0,4323414.0
11308,2023-12-29,KO,COCA COLA CO,58.93,0.008385,3135287.0,4323414.0
11308,2024-01-31,KO,COCA COLA CO,59.49,0.009503,2938936.0,4323414.0
11308,2024-02-29,KO,COCA COLA CO,60.02,0.008909,2843599.0,4312456.0
11308,2024-03-28,KO,COCA COLA CO,61.18,0.027408,2876201.0,4312456.0
11308,2024-04-30,KO,COCA COLA CO,61.77,0.009644,3006112.0,4311191.0
11308,2024-05-31,KO,COCA COLA CO,62.93,0.018779,2387503.0,4307955.0
11308,2024-06-28,KO,COCA COLA CO,63.65,0.019148,2223670.0,4307955.0
11308,2024-07-31,KO,COCA COLA CO,66.74,0.048547,2575902.0,4309868.0
11308,2024-08-30,KO,COCA COLA CO,72.47,0.085856,3112416.0,4309868.0
11308,2024-09-30,KO,COCA COLA CO,71.86,-0.001725,3062726.0,4309868.0
11308,2024-10-31,KO,COCA COLA CO,65.31,-0.091150,2955459.0,4307797.0
11308,2024-11-29,KO,COCA COLA CO,64.08,-0.011407,3320610.0,4307797.0
11308,2024-12-31,KO,COCA COLA CO,62.26,-0.028402,3911358.0,4307797.0
14593,2009-12-31,AAPL,APPLE INC,210.73199,0.054134,4186200.0,906282.0
14593,2010-01-29,AAPL,APPLE INC,192.063,-0.088591,5575899.0,906795.0
14593,2010-02-26,AAPL,APPLE INC,204.62,0.065380,3948388.0,906795.0
14593,2010-03-31,AAPL,APPLE INC,235.0,0.148470,4451058.0,909636.0
14593,2010-04-30,AAPL,APPLE INC,261.09,0.111021,4539345.0,909938.0
14593,2010-05-28,AAPL,APPLE INC,256.88,-0.016125,6656423.0,909938.0
14593,2010-06-30,AAPL,APPLE INC,251.53,-0.020827,6132684.0,913482.0
14593,2010-07-30,AAPL,APPLE INC,257.25,0.022741,5775158.0,913563.0
14593,2010-08-31,AAPL,APPLE INC,243.10001,-0.055005,3554056.0,913563.0
14593,2010-09-30,AAPL,APPLE INC,283.75,0.167215,4387687.0,915970.0
14593,2010-10-29,AAPL,APPLE INC,300.98001,0.060723,4529149.0,917307.0
14593,2010-11-30,AAPL,APPLE INC,311.14999,0.033790,3525278.0,917307.0
14593,2010-12-31,AAPL,APPLE INC,322.56,0.036670,2580173.0,921035.0
14593,2011-01-31,AAPL,APPLE INC,339.32001,0.051959,4017673.0,921278.0
14593,2011-02-28,AAPL,APPLE INC,353.20999,0.040935,3459849.0,921278.0
14593,2011-03-31,AAPL,APPLE INC,348.50751,-0.013314,4253054.0,924674.0
14593,2011-04-29,AAPL,APPLE INC,350.13,0.004656,3437440.0,924755.0
14593,2011-05-31,AAPL,APPLE INC,347.82999,-0.006569,2580262.0,924755.0
14593,2011-06-30,AAPL,APPLE INC,335.67001,-0.034960,3449685.0,926904.0
14593,2011-07-29,AAPL,APPLE INC,390.48001,0.163285,3929412.0,927091.0
14593,2011-08-31,AAPL,APPLE INC,384.82999,-0.014469,5981498.0,927091.0
14593,2011-09-30,AAPL,APPLE INC,381.32001,-0.009121,4428460.0,929277.0
14593,2011-10-31,AAPL,APPLE INC,404.78,0.061523,4844030.0,929409.0
14593,2011-11-30,AAPL,APPLE INC,382.20001,-0.055783,3300869.0,929409.0
14593,2011-12-30,AAPL,APPLE INC,405.0,0.059655,2327054.0,932214.0
14593,2012-01-31,AAPL,APPLE INC,456.48001,0.127111,2529489.0,932370.0
14593,2012-02-29,AAPL,APPLE INC,542.44,0.188311,4208016.0,932370.0
14593,2012-03-30,AAPL,APPLE INC,599.54999,0.105284,5751713.0,934982.0
14593,2012-04-30,AAPL,APPLE INC,583.97998,-0.025969,5815315.0,935062.0
14593,2012-05-31,AAPL,APPLE INC,577.72998,-0.010702,4145678.0,935062.0
14593,2012-06-29,AAPL,APPLE INC,584.0,0.010853,2927706.0,937266.0
14593,2012-07-31,AAPL,APPLE INC,610.76001,0.045822,3336045.0,937406.0
14593,2012-08-31,AAPL,APPLE INC,665.23999,0.093539,3104998.0,937406.0
14593,2012-09-28,AAPL,APPLE INC,667.10498,0.002803,3438905.0,939208.0
14593,2012-10-31,AAPL,APPLE INC,595.32001,-0.107607,4539999.0,940692.0
14593,2012-11-30,AAPL,APPLE INC,585.28003,-0.012413,4629601.0,940692.0
14593,2012-12-31,AAPL,APPLE INC,532.17291,-0.090738,4472556.0,938973.0
14593,2013-01-31,AAPL,APPLE INC,455.48999,-0.144094,4864029.0,939058.0
14593,2013-02-28,AAPL,APPLE INC,441.39999,-0.025116,3474204.0,939058.0
14593,2013-03-28,AAPL,APPLE INC,442.66,0.002855,3418252.0,940094.0
14593,2013-04-30,AAPL,APPLE INC,442.78,0.000271,4103155.0,938649.0
14593,2013-05-31,AAPL,APPLE INC,449.73499,0.022596,3507527.0,938649.0
14593,2013-06-28,AAPL,APPLE INC,396.53,-0.118303,2611351.0,908442.0
14593,2013-07-31,AAPL,APPLE INC,452.53,0.141225,2431461.0,908497.0
14593,2013-08-30,AAPL,APPLE INC,487.216,0.083389,2997612.0,908497.0
14593,2013-09-30,AAPL,APPLE INC,476.75,-0.021481,3214144.0,899213.0
14593,2013-10-31,AAPL,APPLE INC,522.70203,0.096386,2948696.0,899738.0
14593,2013-11-29,AAPL,APPLE INC,556.07001,0.069673,1952387.0,899738.0
14593,2013-12-31,AAPL,APPLE INC,561.02002,0.008902,2547642.0,892447.0
